2015,01,577,
2015,02,519,
2015,03,387,
2015,04,281,
2015,05,299,
2015,06,213,
2015,07,218,
2015,08,106,
2015,09,195,
2015,10,123,
2015,11,92,
2015,12,71,
2015,13,70,
2015,14,70,
2015,15,59,
2015,16,54,
2015,17,29,
2015,18,34,
2015,19,16,
2015,20,17,
2015,21,26,
2015,22,21,
2015,23,8,
2015,24,18,
2015,25,3,
2015,26,15,
2015,27,4,
2015,28,4,
2015,29,8,
2015,30,3,
2015,31,2,
2015,32,4,
2015,33,7,
2015,34,2,
2015,35,15,
2015,36,12,
2015,37,15,
2015,38,11,
2015,39,15,
2015,40,18,
2015,41,19,
2015,42,42,
2015,43,41,
2015,44,73,
2015,45,116,
2015,46,196,
2015,47,331,
2015,48,503,
2015,49,738,
2015,50,850,
2015,51,1172,
2015,52,1014,
2016,01,1025,
2016,02,876,
2016,03,608,
2016,04,448,
2016,05,331,
2016,06,260,
2016,07,203,
2016,08,208,
2016,09,148,
2016,10,113,
2016,11,116,
2016,12,95,
2016,13,90,
2016,14,78,
2016,15,53,
2016,16,49,
2016,17,40,
2016,18,39,
2016,19,42,
2016,20,23,
2016,21,19,
2016,22,28,
2016,23,8,
2016,24,15,
2016,25,7,
2016,26,4,
2016,27,6,
2016,28,8,
2016,29,4,
2016,30,6,
2016,31,8,
2016,32,14,
2016,33,7,
2016,34,20,
2016,35,30,
2016,36,27,
2016,37,28,
2016,38,40,
2016,39,55,
2016,40,76,
2016,41,126,
2016,42,165,
2016,43,255,
2016,44,384,
2016,45,474,
2016,46,751,
2016,47,897,
2016,48,1108,
2016,49,1096,
2016,50,1089,
2016,51,978,
2016,52,611,
2016,53,417,
2017,01,493,
2017,02,275,
2017,03,246,
2017,04,136,
2017,05,226,
2017,06,217,
2017,07,133,
2017,08,131,
2017,09,159,
2017,10,154,
2017,11,139,
2017,12,132,
2017,13,107,
2017,14,89,
2017,15,59,
2017,16,67,
2017,17,56,
2017,18,21,
2017,19,22,
2017,20,16,
2017,21,20,
2017,22,18,
2017,23,14,
2017,24,8,
2017,25,12,
2017,26,7,
2017,27,11,
2017,28,13,
2017,29,13,
2017,30,17,
2017,31,22,
2017,32,13,
2017,33,22,
2017,34,48,
2017,35,67,
2017,36,87,
2017,37,121,
2017,38,152,
2017,39,226,
2017,40,132,
2017,41,274,
2017,42,301,
2017,43,504,
2017,44,597,
2017,45,810,
2017,46,929,
2017,47,1237,
2017,48,1364,
2017,49,1460,
2017,50,1245,
2017,51,1024,
2017,52,804,
2018,01,785,
2018,02,588,
2018,03,455,
2018,04,375,
2018,05,320,
2018,06,381,
2018,07,286,
2018,08,302,
2018,09,289,
2018,10,211,
2018,11,236,
2018,12,179,
2018,13,197,
2018,14,142,
2018,15,110,
2018,16,96,
2018,17,79,
2018,18,67,
2018,19,53,
2018,20,40,
2018,21,46,
2018,22,27,
2018,23,24,
2018,24,21,
2018,25,18,
2018,26,7,
2018,27,7,
2018,28,21,
2018,29,31,
2018,30,23,
2018,31,21,
2018,32,21,
2018,33,18,
2018,34,26,
2018,35,33,
2018,36,63,
2018,37,95,
2018,38,112,
2018,39,90,
2018,40,132,
2018,41,161,
2018,42,218,
2018,43,336,
2018,44,477,
2018,45,682,
2018,46,904,
2018,47,1050,
2018,48,1304,
2018,49,1401,
2018,50,1392,
2018,51,1215,
2018,52,1060,
2019,01,775,
2019,02,590,
2019,03,477,
2019,04,384,
2019,05,296,
2019,06,239,
2019,07,234,
2019,08,195,
2019,09,112,
2019,10,133,
2019,11,122,
2019,12,92,
2019,13,90,
2019,14,72,
2019,15,69,
2019,16,51,
2019,17,50,
2019,18,37,
2019,19,37,
2019,20,20,
2019,21,24,
2019,22,18,
2019,23,11,
2019,24,17,
2019,25,15,
2019,26,8,
2019,27,5,
2019,28,11,
2019,29,10,
2019,30,10,
2019,31,11,
2019,32,9,
2019,33,12,
2019,34,28,
2019,35,23,
2019,36,40,
2019,37,65,
2019,38,85,
2019,39,79,
2019,40,109,
2019,41,126,
2019,42,167,
2019,43,235,
2019,44,303,
2019,45,388,
2019,46,511,
2019,47,695,
2019,48,833,
2019,49,951,
2019,50,1078,
2019,51,1035,
2019,52,910,
2020,01,909,
2020,02,763,
2020,03,540,
2020,04,420,
2020,05,450,
2020,06,401,
2020,07,280,
2020,08,196,
2020,09,128,
2020,10,73,
2020,11,48,
2020,12,29,
2020,13,17,
2020,14,17,
2020,15,19,
2020,16,8,
2020,17,,
